Year,Month,Season,District,Best_Crop_To_Plant,Type_of_Crop,Soil_Type,Soil_PH_Low,Soil_PH_High,Crop_Duration_Min_Days,Crop_Duration_Max_Days,Rainfall_mm,Max_Temp_C,Min_Temp_C,Water_Required_Min_mm,Water_Required_Max_mm
2024,May,Navarai/Kodai,TANJORE,sweet sorghum,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.5,115.0,125.0,272.57,25.27,25.16,500.0,600.0
2024,Jun,Kuruvai/Sornavari,KRISHNAGIRI,elephant foot yam,Root&tuber,Rich red loamy soil,5.5,7.0,240.0,240.0,836.67,32.9,27.4,1000.0,1500.0
2021,Feb,Navarai/Kodai,CAUVERY,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.0,8.5,120.0,160.0,170.98,25.07,22.85,500.0,500.0
2023,Dec,Samba/Thaladi,THIRUNELVELI,gherkins,vegetables,Sandy loam,5.8,7.0,90.0,90.0,665.86,30.93,14.43,900.0,1200.0
2025,Nov,Samba/Thaladi,THIRUCHIRAPALLI,carrot,Root&tuber,light or sandy loam soil,6.0,7.0,75.0,75.0,570.21,23.8,13.58,1000.0,1000.0
2025,Dec,Samba/Thaladi,SALEM,gherkins,vegetables,Sandy loam,5.8,7.0,90.0,90.0,736.01,33.91,15.61,900.0,1200.0
2024,Jun,Kuruvai/Sornavari,KRISHNAGIRI,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,6.8,21.0,21.0,460.04,23.86,11.27,1000.0,1000.0
2022,Jan,Navarai/Kodai,KANCHEEPURAM,bhendi,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,55.0,65.0,1407.37,28.86,28.38,1200.0,2200.0
2023,Mar,Navarai/Kodai,THIRUNELVELI,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,325.47,24.57,18.08,500.0,900.0
2023,Jan,Navarai/Kodai,NAGAPATTINAM,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,332.74,29.4,26.77,1000.0,1000.0
2025,Nov,Samba/Thaladi,THOOTHUKUDI,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.0,6.7,90.0,90.0,768.35,28.26,20.33,900.0,1200.0
2021,Apr,Navarai/Kodai,RAMANATHANPURAM,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,383.18,25.27,27.95,500.0,900.0
2024,Jan,Navarai/Kodai,THENI,paprika,vegetables,Sandy loam,5.8,6.5,160.0,180.0,524.15,27.89,22.73,700.0,1000.0
2025,Jan,Navarai/Kodai,SIVAGANGAI,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,508.93,24.06,20.76,1000.0,1000.0
2023,Sep,Kuruvai/Sornavari,THIRUNELVELI,greengram,pulses,well-drained sandy loams or sandy soils ,6.5,7.5,100.0,100.0,445.36,36.68,26.46,850.0,1000.0
2022,Sep,Kuruvai/Sornavari,TIRUVARUR,bellary onion,minor vegetables,Sandy loam,5.8,6.5,150.0,150.0,265.76,25.16,12.15,900.0,1200.0
2022,Nov,Samba/Thaladi,THOOTHUKUDI,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,167.69,26.97,24.74,650.0,1000.0
2025,Dec,Samba/Thaladi,KANYAKUMARI,sorghum,millets,well-drained loamy soils,6.0,7.5,95.0,105.0,186.64,35.19,14.55,450.0,650.0
2021,Mar,Navarai/Kodai,COIMBATORE,tobacco,other crops,Well drained sandy loam and clayey loam soils ,7.5,8.5,90.0,100.0,638.32,27.49,27.84,800.0,1000.0
2025,Jul,Kuruvai/Sornavari,MADURAI,Rhubarb,minor vegetables,Sandy loam,6.0,6.8,56.0,70.0,249.4,25.48,10.0,900.0,1200.0
2025,Aug,Kuruvai/Sornavari,PUDUKKOTTAI,cluster bean,vegetables,Sandy Loam,7.0,8.5,60.0,90.0,662.12,25.87,21.92,900.0,1200.0
2024,Jun,Kuruvai/Sornavari,DINDIGUL,soyabean,pulses,"Well-drained, Loamy Soil",6.0,7.0,90.0,100.0,205.0,32.46,16.95,450.0,700.0
2023,Aug,Kuruvai/Sornavari,THIRUNELVELI,sweet sorghum,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.5,115.0,125.0,210.26,30.36,26.99,500.0,600.0
2025,Sep,Kuruvai/Sornavari,COIMBATORE,samai,millets,Loamy Soil,8.5,9.0,80.0,100.0,462.67,40.89,24.23,480.0,750.0
2024,Dec,Samba/Thaladi,MADURAI,Turnip,minor vegetables,Loamy soil,5.5,6.8,42.0,56.0,421.81,23.86,14.42,900.0,1200.0
2021,Sep,Kuruvai/Sornavari,THIRUVANNAMALAI,kollukattai pullu,forage crops,Well drained sandy loam and clayey loam soils ,7.0,7.5,45.0,55.0,277.75,31.36,20.93,500.0,480.0
2025,Jun,Kuruvai/Sornavari,DINDIGUL,paprika,vegetables,Sandy loam,5.8,6.5,160.0,180.0,548.2,31.11,25.15,700.0,1000.0
2022,Sep,Kuruvai/Sornavari,KRISHNAGIRI,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,481.81,24.64,20.93,500.0,900.0
2025,Apr,Navarai/Kodai,CUDDALORE,Bread fruit,minor vegetables,Sandy loam,6.1,7.4,100.0,100.0,1348.57,35.44,20.61,2030.0,2540.0
2022,Jun,Kuruvai/Sornavari,NAGAPATTINAM,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,652.15,30.95,23.94,1000.0,1000.0
2021,May,Navarai/Kodai,VILLUPURAM,Chinese cabbage,minor vegetables,Sandy loam,5.5,7.0,50.0,80.0,426.53,24.58,13.73,900.0,1200.0
2022,Aug,Kuruvai/Sornavari,PUDUKKOTTAI,bitter gourd,vegetables,Well drained loamy soil,6.5,7.0,55.0,60.0,407.95,30.98,29.99,900.0,1200.0
2025,Apr,Navarai/Kodai,RAMANATHANPURAM,lablab,vegetables,Well drained loamy soil,6.5,8.5,70.0,75.0,754.17,36.55,25.94,900.0,1200.0
2025,Jan,Navarai/Kodai,THENI,Phaseolus lunatus,minor vegetables,Sandy loam,6.0,6.8,90.0,90.0,1044.02,27.42,15.47,900.0,2000.0
2022,Jul,Kuruvai/Sornavari,SALEM,Rhubarb,minor vegetables,Sandy loam,6.0,6.8,56.0,70.0,771.16,25.98,10.0,900.0,1200.0
2024,Sep,Kuruvai/Sornavari,VIRUDHUNAGAR,sweet sorghum,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.5,115.0,125.0,375.68,29.06,28.0,500.0,600.0
2023,Nov,Samba/Thaladi,KOLLI HILLS,soyabean,pulses,"Well-drained, Loamy Soil",6.0,7.0,90.0,100.0,133.46,31.33,16.98,450.0,700.0
2023,May,Navarai/Kodai,KRISHNAGIRI,sorghum,millets,well-drained loamy soils,6.0,7.5,95.0,105.0,145.52,38.46,18.28,450.0,650.0
2025,Apr,Navarai/Kodai,DINDIGUL,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,284.98,23.14,20.38,1000.0,1000.0
2025,Jul,Kuruvai/Sornavari,COIMBATORE,cumbu napier hybrid,forage crops,Well drained sandy loam and clayey loam soils ,5.0,8.6,45.0,55.0,388.6,26.23,22.84,800.0,1000.0
2025,Jul,Kuruvai/Sornavari,CUDDALORE,soundal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,40.0,80.0,164.87,36.76,23.75,500.0,480.0
2022,Oct,Samba/Thaladi,THIRUVANNAMALAI,muyal masal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,75.0,65.0,293.26,33.1,27.43,500.0,480.0
2022,Jul,Kuruvai/Sornavari,THIRUVALLUR,bottle gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,268.31,26.55,18.98,900.0,1200.0
2022,Sep,Kuruvai/Sornavari,CUDDALORE,cowpea,pulses, well-drained sandy loams or sandy soils ,5.0,6.5,60.0,90.0,239.86,25.5,19.44,400.0,700.0
2024,Jul,Kuruvai/Sornavari,TANJORE,tobacco,other crops,Well drained sandy loam and clayey loam soils ,7.5,8.5,90.0,100.0,353.14,28.18,24.18,800.0,1000.0
2022,Aug,Kuruvai/Sornavari,PUDUKKOTTAI,bellary onion,minor vegetables,Sandy loam,5.8,6.5,150.0,150.0,649.91,25.32,13.33,900.0,1200.0
2023,Feb,Navarai/Kodai,THIRUPPUR,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,6.5,8.0,300.0,330.0,1406.98,27.73,20.45,1500.0,2500.0
2022,Apr,Navarai/Kodai,ARIYALUR,cluster bean,vegetables,Sandy Loam,7.0,8.5,60.0,90.0,237.79,26.75,22.67,900.0,1200.0
2024,May,Navarai/Kodai,NAGAPATTINAM,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.0,8.5,120.0,160.0,182.49,25.55,23.48,500.0,500.0
2022,Dec,Samba/Thaladi,ERODE,bellary onion,minor vegetables,Sandy loam,5.8,6.5,150.0,150.0,431.2,25.7,17.99,900.0,1200.0
2021,Aug,Kuruvai/Sornavari,ERODE,Brussels sprout,minor vegetables,Sandy loam,6.5,6.8,12.0,12.0,572.65,26.47,13.28,900.0,1200.0
2022,Aug,Kuruvai/Sornavari,THIRUCHIRAPALLI,swordbean,pulses, well-drained sandy loams or sandy soils ,5.0,6.0,110.0,120.0,407.61,31.59,14.78,900.0,1500.0
2023,Aug,Kuruvai/Sornavari,ERODE,cumbu napier hybrid,forage crops,Well drained sandy loam and clayey loam soils ,5.0,8.6,45.0,55.0,252.64,26.42,21.07,800.0,1000.0
2025,Jun,Kuruvai/Sornavari,COIMBATORE,dioscorea,Root&tuber,well-drained soil,6.0,6.5,270.0,300.0,1313.63,34.49,30.0,1000.0,2000.0
2023,Feb,Navarai/Kodai,TIRUVARUR,curry leaf,greenleafy,Red sandy loam,5.2,5.5,90.0,85.0,366.27,34.13,27.96,1000.0,1000.0
2023,Feb,Navarai/Kodai,ERODE,Phaseolus lunatus,minor vegetables,Sandy loam,6.0,6.8,90.0,90.0,1228.8,26.35,18.24,900.0,2000.0
2021,Apr,Navarai/Kodai,CUDDALORE,Ceylon spinach,minor vegetables,Sandy loam,6.5,7.0,40.0,50.0,377.03,24.54,13.24,900.0,1200.0
2025,Mar,Navarai/Kodai,RAMANATHANPURAM,annual moringa,vegetables,Sandy loam,6.5,8.0,210.0,240.0,737.39,33.82,24.71,900.0,1200.0
2025,Jul,Kuruvai/Sornavari,DHARMAPURI,bhendi,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,55.0,65.0,1039.76,26.27,24.87,1200.0,2200.0
2022,May,Navarai/Kodai,CHENGLEPUT,bottle gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,618.52,25.29,20.44,900.0,1200.0
2024,Oct,Samba/Thaladi,TIRUVARUR,celery,greenleafy,Silt Loam to loamy,6.0,8.5,120.0,150.0,450.09,31.76,10.87,1000.0,1000.0
2023,Jul,Kuruvai/Sornavari,ERODE,cauliflower,colecrops,LoamySandy,6.5,6.8,55.0,100.0,186.4,30.49,10.0,380.0,500.0
2023,Apr,Navarai/Kodai,THIRUCHIRAPALLI,horsegram,pulses, light to heavy soils ,6.0,7.5,100.0,105.0,304.57,41.63,28.47,800.0,800.0
2023,Aug,Kuruvai/Sornavari,PERAMBALUR,guinea grass,forage crops,Well drained sandy loam and clayey loam soils ,5.0,7.0,45.0,55.0,292.62,33.24,13.99,1000.0,480.0
2022,Sep,Kuruvai/Sornavari,ERODE,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,463.0,24.19,16.02,1000.0,1000.0
2021,Jan,Navarai/Kodai,ERODE,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,562.1,25.0,24.09,650.0,1000.0
2023,Feb,Navarai/Kodai,TIRUVARUR,Brussels sprout,minor vegetables,Sandy loam,6.5,6.8,12.0,12.0,488.73,25.21,15.71,900.0,1200.0
2022,Dec,Samba/Thaladi,SALEM,Pearl millet,millets,"clay, clay loam, or sandy loam soils",5.5,7.5,75.0,85.0,95.17,43.66,11.5,350.0,500.0
2021,Sep,Kuruvai/Sornavari,KOLLI HILLS,ragi,millets,"red, black, sandy, loamy and shallow black soils.",5.0,8.2,100.0,120.0,600.09,28.35,14.18,700.0,1200.0
2023,Apr,Navarai/Kodai,VIRUDHUNAGAR,cluster bean,vegetables,Sandy Loam,7.0,8.5,60.0,90.0,312.89,25.55,23.89,900.0,1200.0
2023,Oct,Samba/Thaladi,VIRUDHUNAGAR,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.0,6.7,90.0,90.0,629.14,25.29,21.0,900.0,1200.0
2022,Dec,Samba/Thaladi,KRISHNAGIRI,blackgram,pulses,sandy soils to heavy cotton soils,6.5,7.8,70.0,75.0,161.38,38.07,19.86,600.0,1000.0
2024,Jul,Kuruvai/Sornavari,RAMANATHANPURAM,Phaseolus lunatus,minor vegetables,Sandy loam,6.0,6.8,90.0,90.0,246.64,25.29,15.7,900.0,2000.0
2025,Aug,Kuruvai/Sornavari,MADURAI,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",6.5,8.0,85.0,95.0,283.1,25.03,20.37,350.0,500.0
2023,Dec,Samba/Thaladi,VILLUPURAM,guinea grass,forage crops,Well drained sandy loam and clayey loam soils ,5.0,7.0,45.0,55.0,303.99,33.5,14.33,1000.0,480.0
2024,Dec,Samba/Thaladi,TIRUVARUR,chowchow,vegetables,Loamy soil/ Lateritic soil,5.5,6.5,150.0,150.0,484.13,24.65,20.76,1200.0,1500.0
2025,Nov,Samba/Thaladi,THIRUCHIRAPALLI,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,283.07,30.91,19.57,650.0,1000.0
2021,Feb,Navarai/Kodai,NAMAKAL,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",6.5,8.0,85.0,95.0,298.41,25.64,21.92,350.0,500.0
2022,Mar,Navarai/Kodai,THIRUVALLUR,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,586.71,24.8,20.44,1000.0,1000.0
2021,Dec,Samba/Thaladi,PERAMBALUR,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,179.07,24.74,22.32,500.0,900.0
2024,Sep,Kuruvai/Sornavari,CUDDALORE,muskmelon,vegetables,Sandy Loam,6.5,7.5,70.0,100.0,466.58,36.7,25.74,900.0,1200.0
2024,Nov,Samba/Thaladi,CUDDALORE,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,749.0,29.39,14.55,900.0,1200.0
2025,Jun,Kuruvai/Sornavari,TANJORE,tobacco,other crops,Well drained sandy loam and clayey loam soils ,7.5,8.5,90.0,100.0,633.12,30.29,27.41,800.0,1000.0
2022,Apr,Navarai/Kodai,ARIYALUR,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.0,7.0,115.0,120.0,304.6,28.55,17.92,900.0,1200.0
2021,Mar,Navarai/Kodai,HILLY REGIONS OF SHEVROY,Lettuce,minor vegetables,Sandy loam,6.0,6.5,45.0,55.0,228.98,24.05,19.76,900.0,1200.0
2021,Jun,Kuruvai/Sornavari,THOOTHUKUDI,samai,millets,Loamy Soil,8.5,9.0,80.0,100.0,159.56,41.94,24.77,480.0,750.0
2025,Jul,Kuruvai/Sornavari,THENI,thinai,millets,"alluvial,loamy ",5.5,7.0,85.0,90.0,320.27,25.84,21.73,500.0,900.0
2022,Jun,Kuruvai/Sornavari,DHARMAPURI,Turnip,minor vegetables,Loamy soil,5.5,6.8,42.0,56.0,447.56,20.19,14.3,900.0,1200.0
2024,Feb,Navarai/Kodai,COIMBATORE,rice,cereals,Alluvia or loamy and clayey soil,5.0,8.0,150.0,150.0,1584.36,35.84,20.36,900.0,2500.0
2022,Aug,Kuruvai/Sornavari,KARUR,wheat,cereals,Well Drained,6.0,7.0,80.0,90.0,124.48,25.59,19.21,450.0,650.0
2024,Dec,Samba/Thaladi,VIRUDHUNAGAR,maize,millets,temperate podzols to the leached red soils of the tropics. ,5.5,7.0,105.0,110.0,200.35,28.22,21.24,500.0,800.0
2021,Jun,Kuruvai/Sornavari,SALEM,Bread fruit,minor vegetables,Sandy loam,6.1,7.4,100.0,100.0,1010.23,38.72,18.56,2030.0,2540.0
2022,Sep,Kuruvai/Sornavari,DHARMAPURI,Asparagus,minor vegetables,Sandy loam,6.0,6.7,730.0,730.0,225.59,27.53,17.43,900.0,1200.0
2023,Apr,Navarai/Kodai,THIRUNELVELI,Basella,minor vegetables,Sandy loam,5.5,8.0,70.0,70.0,569.77,31.69,15.0,900.0,1200.0
2023,Mar,Navarai/Kodai,PUDUKKOTTAI,fieldlablab,pulses,Well drained loamy soil,6.2,7.0,105.0,105.0,494.77,31.17,22.18,650.0,1000.0
2024,May,Navarai/Kodai,SIVAGANGAI,Chakravathi keerai,minor vegetables,Sandy loam,4.5,8.3,100.0,100.0,250.18,25.9,18.47,900.0,1200.0
2022,Dec,Samba/Thaladi,VIRUDHUNAGAR,elephant foot yam,Root&tuber,Rich red loamy soil,5.5,7.0,240.0,240.0,864.22,32.48,24.35,1000.0,1500.0
2023,Jul,Kuruvai/Sornavari,COIMBATORE,Basella,minor vegetables,Sandy loam,5.5,8.0,70.0,70.0,265.31,33.61,19.63,900.0,1200.0
2024,Oct,Samba/Thaladi,TIRUVARUR,chillies,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,120.0,120.0,130.04,27.92,27.74,500.0,500.0
2021,Dec,Samba/Thaladi,CAUVERY,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.0,150.0,180.0,414.22,25.18,19.46,600.0,800.0
2022,Dec,Samba/Thaladi,COIMBATORE,jute,fibre crop,Sandy and Clay Loam,6.0,7.5,120.0,140.0,794.64,39.87,26.84,1000.0,1300.0
2022,Dec,Samba/Thaladi,THIRUNELVELI,colocasia,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,7.0,150.0,180.0,467.98,34.11,21.57,1000.0,1000.0
2025,Dec,Samba/Thaladi,RAMANATHANPURAM,cucumber,vegetables,Loamy,6.5,7.5,120.0,120.0,859.82,35.72,26.19,1200.0,1500.0
2025,Mar,Navarai/Kodai,JAWAD HILLS,carrot,Root&tuber,light or sandy loam soil,6.0,7.0,75.0,75.0,288.83,24.53,17.85,1000.0,1000.0
2025,Oct,Samba/Thaladi,THE NILGRIS,Knol-khol,minor vegetables,Sandy loam,5.5,7.0,50.0,65.0,735.07,30.31,15.93,900.0,1200.0
2024,Sep,Kuruvai/Sornavari,RAMANATHANPURAM,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,545.29,29.86,28.76,1000.0,1000.0
2025,Sep,Kuruvai/Sornavari,THE NILGRIS,watermelon,vegetables,Sandy,6.0,7.5,70.0,85.0,245.85,26.51,28.45,900.0,1200.0
2025,Mar,Navarai/Kodai,TANJORE,rice,cereals,Alluvia or loamy and clayey soil,5.0,8.0,150.0,150.0,1284.94,40.86,22.73,900.0,2500.0
2023,Feb,Navarai/Kodai,NAMAKAL,swordbean,pulses, well-drained sandy loams or sandy soils ,5.0,6.0,110.0,120.0,867.91,34.23,15.8,900.0,1500.0
2022,Mar,Navarai/Kodai,THALAVADI HILLS,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,557.09,29.6,27.97,1000.0,1000.0
2024,Mar,Navarai/Kodai,CUDDALORE,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.0,6.7,90.0,90.0,232.24,28.05,16.48,900.0,1200.0
2023,Mar,Navarai/Kodai,NAMAKAL,greengram,pulses,well-drained sandy loams or sandy soils ,6.5,7.5,100.0,100.0,562.95,31.14,26.96,850.0,1000.0
2023,Sep,Kuruvai/Sornavari,PUDUKKOTTAI,colocasia,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,7.0,150.0,180.0,356.87,35.46,23.56,1000.0,1000.0
2022,Mar,Navarai/Kodai,THIRUPPUR,curry leaf,greenleafy,Red sandy loam,5.2,5.5,90.0,85.0,376.61,37.09,29.49,1000.0,1000.0
2022,Mar,Navarai/Kodai,SIVAGANGAI,cowpea,pulses, well-drained sandy loams or sandy soils ,5.0,6.5,60.0,90.0,191.84,29.71,23.58,400.0,700.0
2023,Feb,Navarai/Kodai,KANYAKUMARI,tinda,vegetables,Sandy loam,6.5,7.5,70.0,70.0,312.21,27.08,29.65,900.0,1200.0
2024,Sep,Kuruvai/Sornavari,KARUR,Asparagus,minor vegetables,Sandy loam,6.0,6.7,730.0,730.0,726.08,27.37,14.53,900.0,1200.0
2023,Dec,Samba/Thaladi,THIRUNELVELI,swordbean,pulses, well-drained sandy loams or sandy soils ,5.0,6.0,110.0,120.0,738.94,32.75,10.51,900.0,1500.0
2023,Jul,Kuruvai/Sornavari,CUDDALORE,brinjal,vegetables,Loamy soil/ Lateritic soil,6.0,7.5,100.0,150.0,609.31,29.12,18.4,900.0,1200.0
2025,Jun,Kuruvai/Sornavari,KRISHNAGIRI,cauliflower,colecrops,LoamySandy,6.5,6.8,55.0,100.0,130.96,31.0,10.0,380.0,500.0
2023,Oct,Samba/Thaladi,NAGAPATTINAM,tinda,vegetables,Sandy loam,6.5,7.5,70.0,70.0,703.05,31.85,27.93,900.0,1200.0
2022,Jun,Kuruvai/Sornavari,KARUR,Ceylon spinach,minor vegetables,Sandy loam,6.5,7.0,40.0,50.0,754.16,24.44,12.05,900.0,1200.0
2022,Dec,Samba/Thaladi,SIVAGANGAI,brinjal,vegetables,Loamy soil/ Lateritic soil,6.0,7.5,100.0,150.0,255.18,27.06,16.4,900.0,1200.0
2025,Jun,Kuruvai/Sornavari,SALEM,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.5,8.0,85.0,90.0,169.98,30.21,28.91,350.0,400.0
2025,Sep,Kuruvai/Sornavari,NAMAKAL,Cabbage,colecrops,LoamySandy,6.0,6.5,80.0,180.0,238.05,25.32,10.77,380.0,500.0
2021,Feb,Navarai/Kodai,HILLY REGIONS OF SHEVROY,tinda,vegetables,Sandy loam,6.5,7.5,70.0,70.0,719.92,31.16,27.25,900.0,1200.0
2025,Nov,Samba/Thaladi,KANYAKUMARI,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.0,8.5,120.0,160.0,230.28,25.52,25.07,500.0,500.0
2021,Jan,Navarai/Kodai,KOLLI HILLS,Butter bean,minor vegetables,Sandy loam,6.0,7.0,80.0,100.0,712.57,27.38,17.51,900.0,1200.0
2021,May,Navarai/Kodai,PERAMBALUR,soyabean,pulses,"Well-drained, Loamy Soil",6.0,7.0,90.0,100.0,136.62,28.85,16.52,450.0,700.0
2023,Oct,Samba/Thaladi,KANCHEEPURAM,wheat,cereals,Well Drained,6.0,7.0,80.0,90.0,251.69,25.47,20.21,450.0,650.0
2022,Oct,Samba/Thaladi,NAGAPATTINAM,blackgram,pulses,sandy soils to heavy cotton soils,6.5,7.8,70.0,75.0,516.89,40.35,19.02,600.0,1000.0
2024,Mar,Navarai/Kodai,VIRUDHUNAGAR,Celery,minor vegetables,Sandy loam,5.8,6.8,120.0,150.0,671.49,23.17,18.52,900.0,1200.0
2023,Sep,Kuruvai/Sornavari,KANYAKUMARI,dioscorea,Root&tuber,well-drained soil,6.0,6.5,270.0,300.0,1035.75,32.54,30.0,1000.0,2000.0
2023,Nov,Samba/Thaladi,KANCHEEPURAM,curry leaf,greenleafy,Red sandy loam,5.2,5.5,90.0,85.0,652.94,34.4,28.9,1000.0,1000.0
2025,May,Navarai/Kodai,THIRUNELVELI,Celery,minor vegetables,Sandy loam,5.8,6.8,120.0,150.0,619.49,23.5,17.61,900.0,1200.0
2024,Apr,Navarai/Kodai,PERAMBALUR,Knol-khol,minor vegetables,Sandy loam,5.5,7.0,50.0,65.0,608.56,32.36,14.9,900.0,1200.0
2024,Jan,Navarai/Kodai,NAGAPATTINAM,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,204.39,25.02,27.77,500.0,900.0
2022,Nov,Samba/Thaladi,VIRUDHUNAGAR,broadbean,vegetables,Well drained loamy soil,5.5,6.0,80.0,100.0,720.11,24.03,10.97,900.0,1200.0
2021,Jul,Kuruvai/Sornavari,TIRUVARUR,cluster bean,vegetables,Sandy Loam,7.0,8.5,60.0,90.0,771.5,25.75,25.18,900.0,1200.0
2021,Feb,Navarai/Kodai,THENI,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.0,7.0,115.0,120.0,695.3,26.75,21.53,900.0,1200.0
2023,May,Navarai/Kodai,THENI,muyal masal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,75.0,65.0,227.67,33.78,23.9,500.0,480.0
2025,Dec,Samba/Thaladi,THIRUPPUR,curry leaf,greenleafy,Red sandy loam,5.2,5.5,90.0,85.0,660.76,33.77,28.91,1000.0,1000.0
2023,Aug,Kuruvai/Sornavari,THIRUVANNAMALAI,wheat,cereals,Well Drained,6.0,7.0,80.0,90.0,142.71,25.34,19.64,450.0,650.0
2021,Mar,Navarai/Kodai,KOLLI HILLS,colocasia,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,7.0,150.0,180.0,540.9,30.55,21.48,1000.0,1000.0
2021,May,Navarai/Kodai,DHARMAPURI,guinea grass,forage crops,Well drained sandy loam and clayey loam soils ,5.0,7.0,45.0,55.0,259.39,39.88,14.39,1000.0,480.0
2022,Aug,Kuruvai/Sornavari,HILLY REGIONS OF SHEVROY,horsegram,pulses, light to heavy soils ,6.0,7.5,100.0,105.0,274.23,36.27,27.36,800.0,800.0
2025,Mar,Navarai/Kodai,PERAMBALUR,capsicum,vegetables,Loamy soil/ Lateritic soil,5.5,7.0,60.0,60.0,507.26,25.85,19.06,500.0,1200.0
2022,Jan,Navarai/Kodai,PUDUKKOTTAI,swordbean,pulses, well-drained sandy loams or sandy soils ,5.0,6.0,110.0,120.0,432.25,36.52,16.32,900.0,1500.0
2025,Jan,Navarai/Kodai,SALEM,samai,millets,Loamy Soil,8.5,9.0,80.0,100.0,201.78,35.96,27.21,480.0,750.0
2024,Jul,Kuruvai/Sornavari,TIRUVARUR,bhendi,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,55.0,65.0,403.8,27.87,27.28,1200.0,2200.0
2022,Sep,Kuruvai/Sornavari,ERODE,swordbean,pulses, well-drained sandy loams or sandy soils ,5.0,6.0,110.0,120.0,831.99,37.1,12.03,900.0,1500.0
2023,Mar,Navarai/Kodai,THENI,tomato,vegetables,Sandy loam,6.5,7.5,90.0,140.0,498.38,29.05,17.81,600.0,800.0
2021,Jul,Kuruvai/Sornavari,COIMBATORE,Winged Bean,minor vegetables,Sandy loam,7.0,12.0,42.0,42.0,647.13,27.99,27.38,900.0,1200.0
2024,Mar,Navarai/Kodai,KARUR,cluster bean,vegetables,Sandy Loam,7.0,8.5,60.0,90.0,503.61,26.1,23.99,900.0,1200.0
2021,Nov,Samba/Thaladi,THIRUVANNAMALAI,bhendi,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,55.0,65.0,990.0,28.88,22.39,1200.0,2200.0
2025,Sep,Kuruvai/Sornavari,KRISHNAGIRI,niger,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.2,7.3,80.0,80.0,259.03,25.0,14.39,1000.0,1300.0
2022,Oct,Samba/Thaladi,THIRUVANNAMALAI,Cabbage,colecrops,LoamySandy,6.0,6.5,80.0,180.0,233.14,27.11,10.9,380.0,500.0
2022,Apr,Navarai/Kodai,VELLORE,french bean,vegetables,Well drained loamy soil,5.5,6.0,40.0,50.0,505.33,27.5,13.4,900.0,1200.0
2025,Oct,Samba/Thaladi,THE NILGRIS,annual moringa,vegetables,Sandy loam,6.5,8.0,210.0,240.0,778.11,34.47,29.15,900.0,1200.0
